Date,Commodity,Unit,Minimum,Maximum,Average
2023-09-15,Chilli Green(Akbare),KG,200.0,250.0,233.33
2023-09-15,Chilli Green(Bullet),KG,80.0,90.0,85.0
2023-09-15,Chilli Green,KG,70.0,80.0,75.0
2023-09-15,Chilli Dry,KG,450.0,500.0,483.33
2023-09-15,Ginger,KG,160.0,180.0,170.0
2023-09-15,Amla,KG,130.0,150.0,140.0
2023-09-15,Avocado,KG,200.0,300.0,250.0
2023-09-15,Sarifa,KG,200.0,300.0,250.0
2023-09-15,Kiwi,KG,400.0,450.0,425.0
2023-09-15,Mombin,KG,60.0,70.0,66.67
2023-09-15,Chilli Green(Machhe),KG,70.0,80.0,76.67
2023-09-15,Celery,KG,300.0,400.0,350.0
2023-09-15,Parseley,KG,500.0,600.0,550.0
2023-09-15,Red Cabbbage,KG,200.0,220.0,210.0
2023-09-15,French Bean(Local),KG,50.0,60.0,54.0
2023-09-15,Cowpea(Short),KG,80.0,90.0,86.67
2023-09-15,Cow pea(Long),KG,50.0,60.0,55.0
2023-09-15,Brinjal Round,KG,60.0,70.0,65.0
2023-09-15,Brinjal Long,KG,50.0,60.0,55.0
2023-09-15,Raddish White(Hybrid),KG,110.0,120.0,116.0
2023-09-15,Raddish White(Local),KG,90.0,100.0,96.67
2023-09-15,Raddish Red,KG,80.0,90.0,85.0
2023-09-15,Cabbage(Local),KG,60.0,70.0,65.0
2023-09-15,Carrot(Local),KG,130.0,140.0,135.0
2023-09-15,Onion Dry (Indian),KG,65.0,70.0,67.5
2023-09-15,Potato White,KG,46.0,48.0,47.0
2023-09-15,Potato Red(Mude),KG,50.0,52.0,51.2
2023-09-15,Potato Red(Indian),KG,35.0,36.0,35.6
2023-09-15,Potato Red,KG,56.0,58.0,57.0
2023-09-15,Tomato Small(Tunnel),KG,80.0,100.0,88.0
2023-09-15,Tomato Small(Local),KG,50.0,60.0,55.0
2023-09-15,Tomato Big(Indian),KG,40.0,50.0,46.0
2023-09-15,Lettuce,KG,120.0,150.0,135.0
2023-09-15,French Bean(Hybrid),KG,50.0,60.0,55.0
2023-09-15,Sword Bean,KG,80.0,90.0,86.67
2023-09-15,Cauli Local,KG,100.0,120.0,110.0
2023-09-15,Bitter Gourd,KG,80.0,90.0,86.0
2023-09-15,Drumstick,KG,180.0,200.0,190.0
2023-09-15,Soyabean Green,KG,90.0,100.0,96.67
2023-09-15,Sugarbeet,KG,80.0,90.0,85.0
2023-09-15,Brocauli,KG,300.0,320.0,310.0
2023-09-15,Neuro,KG,90.0,100.0,95.0
2023-09-15,Asparagus,KG,450.0,500.0,475.0
2023-09-15,Mushroom(Button),KG,400.0,450.0,433.33
2023-09-15,Onion Green,KG,180.0,200.0,193.33
2023-09-15,Mustard Leaf,KG,50.0,60.0,56.67
2023-09-15,Brd Leaf Mustard,KG,80.0,90.0,86.67
2023-09-15,Mushroom(Kanya),KG,180.0,220.0,200.0
2023-09-15,Pointed Gourd(Local),KG,50.0,60.0,55.0
2023-09-15,Arum,KG,60.0,70.0,65.0
2023-09-15,Okara,KG,40.0,50.0,45.0
2023-09-15,Squash(Round),KG,40.0,50.0,46.67
2023-09-15,Pumpkin,KG,50.0,55.0,53.33
2023-09-15,Sponge Gourd,KG,40.0,50.0,45.0
2023-09-15,Smooth Gourd,KG,40.0,50.0,45.0
2023-09-15,Snake Gourd,KG,40.0,50.0,45.0
2023-09-15,Christophine,KG,15.0,20.0,18.0
2023-09-15,Bottle Gourd,KG,30.0,40.0,36.67
2023-09-16,Grapes(Black),KG,450.0,500.0,475.0
2023-09-16,Water Melon(Green),KG,50.0,60.0,56.67
2023-09-16,Sweet Orange,KG,150.0,180.0,165.0
2023-09-16,Mandarin,KG,320.0,350.0,335.0
2023-09-16,Pear(Local),KG,80.0,90.0,86.67
2023-09-16,Cucumber(Local),KG,120.0,140.0,130.0
2023-09-16,Lemon,KG,50.0,60.0,56.67
2023-09-16,Pomegranate,KG,350.0,400.0,375.0
2023-09-16,Pineapple,1 Pc,200.0,220.0,210.0
2023-09-16,Lime,KG,200.0,220.0,210.0
2023-09-16,Parseley,KG,500.0,600.0,550.0
2023-09-16,Apple(Fuji),KG,320.0,350.0,335.0
2023-09-16,Apple(Jholey),KG,250.0,280.0,265.0
2023-09-16,Gundruk,KG,250.0,300.0,275.0
2023-09-16,Tofu,KG,110.0,120.0,116.67
2023-09-16,Bamboo Shoot,KG,90.0,100.0,96.67
2023-09-16,Tamarind,KG,140.0,150.0,146.67
2023-09-16,Turnip A,KG,70.0,80.0,75.0
2023-09-16,Mint,KG,500.0,600.0,550.0
2023-09-16,Pear(Chinese),KG,300.0,350.0,325.0
2023-09-16,Banana,Per Dozen,150.0,160.0,156.67
2023-09-16,Papaya(Indian),KG,100.0,120.0,110.0
2023-09-16,Fish Fresh(Chhadi),KG,240.0,280.0,260.0
2023-09-16,Mombin,KG,50.0,60.0,56.67
2023-09-16,Celery,KG,300.0,400.0,350.0
2023-09-16,Fish Fresh(Mungari),KG,270.0,290.0,280.0
2023-09-16,Fish Fresh(Bachuwa),KG,270.0,290.0,280.0
2023-09-16,Fish Fresh(Rahu),KG,380.0,400.0,390.0
2023-09-16,Clive Dry,KG,200.0,220.0,210.0
2023-09-16,Garlic Dry Nepali,KG,260.0,270.0,266.67
2023-09-16,Garlic Dry Chinese,KG,220.0,240.0,228.0
2023-09-16,Coriander Green,KG,100.0,150.0,125.0
2023-09-16,Garlic Green,KG,250.0,300.0,275.0
2023-09-16,Guava,KG,100.0,120.0,110.0
2023-09-16,Capsicum,KG,80.0,90.0,86.0
2023-09-16,Chilli Green(Machhe),KG,70.0,80.0,76.67
2023-09-16,Chilli Green(Bullet),KG,110.0,120.0,116.67
2023-09-16,Chilli Green,KG,70.0,80.0,75.0
2023-09-16,Chilli Dry,KG,450.0,500.0,475.0
2023-09-16,Ginger,KG,160.0,180.0,170.0
2023-09-16,Amla,KG,120.0,140.0,130.0
2023-09-16,Avocado,KG,200.0,300.0,250.0
2023-09-16,Sarifa,KG,200.0,250.0,225.0
2023-09-16,Kiwi,KG,400.0,450.0,425.0
2023-09-16,Chilli Green(Akbare),KG,200.0,250.0,225.0
2023-09-16,Lettuce,KG,100.0,150.0,125.0
2023-09-16,Tomato Small(Local),KG,70.0,80.0,75.0
2023-09-16,Drumstick,KG,180.0,200.0,190.0
2023-09-16,French Bean(Local),KG,60.0,70.0,65.0
2023-09-16,Cowpea(Short),KG,80.0,90.0,86.67
2023-09-16,Cow pea(Long),KG,50.0,60.0,55.0
2023-09-16,Brinjal Round,KG,50.0,60.0,56.67
2023-09-16,Brinjal Long,KG,40.0,50.0,43.33
2023-09-16,Raddish White(Hybrid),KG,110.0,120.0,116.67
2023-09-16,Raddish White(Local),KG,90.0,100.0,96.67
2023-09-16,Cauli Local,KG,90.0,100.0,95.0
2023-09-16,Carrot(Terai),KG,80.0,90.0,86.67
2023-09-16,Carrot(Local),KG,130.0,140.0,136.67
2023-09-16,Onion Dry (Indian),KG,64.0,68.0,66.0
2023-09-16,Potato White,KG,46.0,48.0,47.0
2023-09-16,Potato Red(Mude),KG,50.0,52.0,51.0
2023-09-16,Potato Red(Indian),KG,35.0,36.0,35.67
2023-09-16,Potato Red,KG,56.0,58.0,56.8
2023-09-16,Tomato Small(Indian),KG,70.0,80.0,75.0
2023-09-16,Tomato Small(Tunnel),KG,80.0,100.0,90.0
2023-09-16,Tomato Big(Indian),KG,50.0,60.0,55.0
2023-09-16,Red Cabbbage,KG,200.0,220.0,210.0
2023-09-16,French Bean(Hybrid),KG,60.0,70.0,66.67
2023-09-16,Sword Bean,KG,70.0,80.0,75.0
2023-09-16,Cabbage(Local),KG,70.0,80.0,76.0
2023-09-16,Bitter Gourd,KG,80.0,90.0,85.0
2023-09-16,Soyabean Green,KG,100.0,110.0,106.67
2023-09-16,Brocauli,KG,300.0,320.0,310.0
2023-09-16,Neuro,KG,90.0,100.0,96.67
2023-09-16,Asparagus,KG,450.0,500.0,483.33
2023-09-16,Mushroom(Button),KG,340.0,380.0,355.0
2023-09-16,Mushroom(Kanya),KG,180.0,220.0,204.0
2023-09-16,Onion Green,KG,150.0,200.0,175.0
2023-09-16,Mustard Leaf,KG,50.0,60.0,56.67
2023-09-16,Brd Leaf Mustard,KG,90.0,100.0,95.0
2023-09-16,Christophine,KG,15.0,20.0,17.0
2023-09-16,Sugarbeet,KG,70.0,80.0,76.67
2023-09-16,Bottle Gourd,KG,30.0,40.0,36.67
2023-09-16,Okara,KG,30.0,40.0,36.0
2023-09-16,Squash(Round),KG,40.0,50.0,46.67
2023-09-16,Pumpkin,KG,45.0,50.0,47.5
2023-09-16,Sponge Gourd,KG,50.0,60.0,55.0
2023-09-16,Smooth Gourd,KG,40.0,50.0,46.0
2023-09-16,Snake Gourd,KG,40.0,50.0,46.67
2023-09-16,Pointed Gourd(Terai),KG,50.0,60.0,56.67
2023-09-16,Pointed Gourd(Local),KG,40.0,50.0,45.0
2023-09-16,Arum,KG,60.0,70.0,66.67
2023-09-17,Sweet Orange,KG,150.0,180.0,165.0
2023-09-17,Mandarin,KG,320.0,350.0,335.0
2023-09-17,Pineapple,1 Pc,200.0,220.0,210.0
2023-09-17,Pear(Chinese),KG,300.0,350.0,325.0
2023-09-17,Cucumber(Hybrid),KG,70.0,80.0,75.0
2023-09-17,Lemon,KG,50.0,60.0,55.0
2023-09-17,Pear(Local),KG,80.0,90.0,85.0
2023-09-17,Water Melon(Green),KG,50.0,60.0,55.0
2023-09-17,Cucumber(Local),KG,120.0,140.0,130.0
2023-09-17,Grapes(Black),KG,450.0,500.0,475.0
2023-09-17,Tofu,KG,110.0,120.0,115.0
2023-09-17,Lime,KG,200.0,220.0,210.0
2023-09-17,Banana,Per Dozen,150.0,160.0,155.0
2023-09-17,Apple(Fuji),KG,250.0,280.0,265.0
2023-09-17,Gundruk,KG,250.0,300.0,275.0
2023-09-17,Bamboo Shoot,KG,90.0,100.0,95.0
2023-09-17,Tamarind,KG,140.0,150.0,145.0
2023-09-17,Turnip A,KG,70.0,80.0,75.0
2023-09-17,Mint,KG,500.0,600.0,550.0
2023-09-17,Parseley,KG,500.0,600.0,550.0
2023-09-17,Pomegranate,KG,350.0,400.0,375.0
2023-09-17,Papaya(Indian),KG,100.0,120.0,110.0
2023-09-17,Fish Fresh(Mungari),KG,280.0,300.0,290.0
2023-09-17,Mombin,KG,50.0,60.0,55.0
2023-09-17,Celery,KG,300.0,400.0,350.0
2023-09-17,Fish Fresh(Chhadi),KG,260.0,280.0,270.0
2023-09-17,Fish Fresh(Bachuwa),KG,270.0,290.0,280.0
2023-09-17,Fish Fresh(Rahu),KG,380.0,400.0,390.0
2023-09-17,Clive Dry,KG,200.0,220.0,210.0
2023-09-17,Garlic Dry Nepali,KG,260.0,270.0,265.0
2023-09-17,Garlic Dry Chinese,KG,220.0,240.0,230.0
2023-09-17,Coriander Green,KG,90.0,100.0,95.0
2023-09-17,Garlic Green,KG,250.0,300.0,275.0
2023-09-17,Guava,KG,100.0,120.0,110.0
2023-09-17,Capsicum,KG,70.0,80.0,75.0
2023-09-17,Chilli Green(Machhe),KG,50.0,60.0,55.0
2023-09-17,Chilli Green(Bullet),KG,70.0,80.0,75.0
2023-09-17,Chilli Green,KG,70.0,80.0,75.0
2023-09-17,Chilli Dry,KG,450.0,500.0,475.0
2023-09-17,Ginger,KG,160.0,180.0,170.0
2023-09-17,Amla,KG,90.0,100.0,95.0
2023-09-17,Avocado,KG,200.0,300.0,250.0
2023-09-17,Sarifa,KG,200.0,250.0,225.0
2023-09-17,Kiwi,KG,400.0,450.0,425.0
2023-09-17,Chilli Green(Akbare),KG,200.0,250.0,226.67
2023-09-17,Lettuce,KG,100.0,150.0,125.0
2023-09-17,Red Cabbbage,KG,200.0,220.0,210.0
2023-09-17,Drumstick,KG,180.0,200.0,190.0
2023-09-17,French Bean(Local),KG,60.0,70.0,65.0
2023-09-17,Cowpea(Short),KG,70.0,80.0,75.0
2023-09-17,Cow pea(Long),KG,50.0,60.0,55.0
2023-09-17,Brinjal Round,KG,40.0,50.0,45.0
2023-09-17,Brinjal Long,KG,30.0,40.0,35.0
2023-09-17,Raddish White(Hybrid),KG,90.0,100.0,95.0
2023-09-17,Raddish White(Local),KG,90.0,100.0,95.0
2023-09-17,Cauli Local,KG,70.0,80.0,75.0
2023-09-17,Cabbage(Local),KG,60.0,70.0,65.0
2023-09-17,Carrot(Terai),KG,80.0,90.0,85.0
2023-09-17,Carrot(Local),KG,120.0,130.0,125.0
2023-09-17,Onion Dry (Indian),KG,64.0,68.0,65.67
2023-09-17,Potato White,KG,56.0,58.0,57.0
2023-09-17,Potato Red(Mude),KG,50.0,52.0,51.0
2023-09-17,Potato Red(Indian),KG,35.0,36.0,35.33
2023-09-17,Potato Red,KG,56.0,58.0,57.0
2023-09-17,Tomato Small(Indian),KG,60.0,70.0,65.0
2023-09-17,Tomato Small(Tunnel),KG,70.0,80.0,75.0
2023-09-17,Tomato Small(Local),KG,50.0,60.0,55.0
2023-09-17,French Bean(Hybrid),KG,60.0,70.0,65.0
2023-09-17,Sword Bean,KG,70.0,80.0,75.0
2023-09-17,Tomato Big(Indian),KG,50.0,60.0,55.0
2023-09-17,Bitter Gourd,KG,70.0,80.0,75.0
2023-09-17,Sugarbeet,KG,70.0,80.0,75.0
2023-09-17,Brocauli,KG,300.0,320.0,310.0
2023-09-17,Neuro,KG,90.0,100.0,95.0
2023-09-17,Asparagus,KG,450.0,500.0,475.0
2023-09-17,Mushroom(Button),KG,380.0,430.0,403.33
2023-09-17,Soyabean Green,KG,90.0,100.0,95.0
2023-09-17,Onion Green,KG,150.0,200.0,176.67
2023-09-17,Mustard Leaf,KG,50.0,60.0,55.0
2023-09-17,Brd Leaf Mustard,KG,80.0,90.0,85.0
2023-09-17,Christophine,KG,15.0,20.0,17.67
2023-09-17,Mushroom(Kanya),KG,220.0,250.0,233.33
2023-09-17,Turnip,KG,30.0,40.0,35.0
2023-09-17,Squash(Round),KG,40.0,50.0,45.0
2023-09-17,Pumpkin,KG,45.0,50.0,47.67
2023-09-17,Sponge Gourd,KG,50.0,60.0,55.0
2023-09-17,Smooth Gourd,KG,30.0,40.0,35.0
2023-09-17,Snake Gourd,KG,40.0,50.0,45.0
2023-09-17,Pointed Gourd(Terai),KG,40.0,50.0,45.0
2023-09-17,Pointed Gourd(Local),KG,40.0,50.0,45.0
2023-09-17,Bottle Gourd,KG,30.0,40.0,35.0
2023-09-17,Arum,KG,60.0,70.0,65.0
2023-09-18,Sweet Orange,KG,150.0,200.0,175.0
2023-09-18,Mandarin,KG,320.0,350.0,335.0
2023-09-18,Pineapple,1 Pc,200.0,220.0,210.0
2023-09-18,Pear(Chinese),KG,300.0,350.0,325.0
2023-09-18,Cucumber(Hybrid),KG,70.0,80.0,76.67
2023-09-18,Lemon,KG,50.0,60.0,56.67
2023-09-18,Pear(Local),KG,80.0,90.0,86.67
2023-09-18,Cucumber(Local),KG,80.0,100.0,90.0
2023-09-18,Water Melon(Green),KG,50.0,60.0,56.67
2023-09-18,Red Cabbbage,KG,200.0,220.0,210.0
2023-09-18,Lime,KG,180.0,200.0,190.0
2023-09-18,Banana,Per Dozen,150.0,160.0,156.67
2023-09-18,Apple(Fuji),KG,320.0,350.0,335.0
2023-09-18,Apple(Jholey),KG,280.0,300.0,290.0
2023-09-18,Gundruk,KG,250.0,300.0,275.0
2023-09-18,Tofu,KG,100.0,110.0,106.67
2023-09-18,Bamboo Shoot,KG,90.0,100.0,96.67
2023-09-18,Tamarind,KG,140.0,150.0,146.67
2023-09-18,Papaya(Indian),KG,100.0,110.0,106.67
2023-09-18,Pomegranate,KG,350.0,400.0,375.0
2023-09-18,Guava,KG,100.0,150.0,125.0
2023-09-18,Chilli Green(Akbare),KG,150.0,200.0,183.33
2023-09-18,Kiwi,KG,400.0,450.0,425.0
2023-09-18,Drumstick,KG,180.0,200.0,190.0
2023-09-18,Fish Fresh(Mungari),KG,300.0,320.0,313.33
2023-09-18,Fish Fresh(Chhadi),KG,260.0,300.0,280.0
2023-09-18,Fish Fresh(Bachuwa),KG,280.0,300.0,293.33
2023-09-18,Fish Fresh(Rahu),KG,400.0,420.0,413.33
2023-09-18,Clive Dry,KG,200.0,220.0,210.0
2023-09-18,Garlic Dry Nepali,KG,250.0,260.0,255.0
2023-09-18,Garlic Dry Chinese,KG,220.0,240.0,230.0
2023-09-18,Coriander Green,KG,100.0,150.0,130.0
2023-09-18,Garlic Green,KG,300.0,350.0,325.0
2023-09-18,Capsicum,KG,80.0,90.0,84.0
2023-09-18,Chilli Green(Machhe),KG,70.0,80.0,76.67
2023-09-18,Chilli Green(Bullet),KG,110.0,120.0,116.67
2023-09-18,Chilli Green,KG,70.0,80.0,76.67
2023-09-18,Chilli Dry,KG,450.0,500.0,475.0
2023-09-18,Ginger,KG,150.0,180.0,162.5
2023-09-18,Amla,KG,120.0,140.0,130.0
2023-09-18,Avocado,KG,200.0,300.0,250.0
2023-09-18,Sarifa,KG,200.0,300.0,250.0
2023-09-18,Mombin,KG,60.0,70.0,66.67
2023-09-18,Sugarbeet,KG,80.0,90.0,85.0
2023-09-18,Lettuce,KG,100.0,120.0,110.0
2023-09-18,Neuro,KG,90.0,100.0,95.0
2023-09-18,Brinjal Round,KG,50.0,60.0,55.0
2023-09-18,Brinjal Long,KG,30.0,40.0,35.0
2023-09-18,Raddish White(Hybrid),KG,90.0,100.0,95.0
2023-09-18,Raddish White(Local),KG,70.0,80.0,75.0
2023-09-18,Raddish Red,KG,80.0,90.0,85.0
2023-09-18,Cauli Local,KG,90.0,100.0,95.0
2023-09-18,Cabbage(Local),KG,60.0,70.0,65.0
2023-09-18,Carrot(Local),KG,130.0,140.0,135.0
2023-09-18,Onion Dry (Indian),KG,65.0,68.0,66.2
2023-09-18,Potato White,KG,48.0,50.0,49.0
2023-09-18,Potato Red(Mude),KG,50.0,52.0,51.0
2023-09-18,Potato Red(Indian),KG,35.0,36.0,35.67
2023-09-18,Potato Red,KG,56.0,58.0,57.0
2023-09-18,Tomato Small(Indian),KG,50.0,60.0,55.0
2023-09-18,Tomato Small(Tunnel),KG,60.0,80.0,70.0
2023-09-18,Tomato Small(Local),KG,45.0,55.0,50.0
2023-09-18,Tomato Big(Indian),KG,48.0,55.0,50.75
2023-09-18,Tomato Big(Nepali),KG,60.0,70.0,65.0
2023-09-18,Brocauli,KG,300.0,320.0,310.0
2023-09-18,Cow pea(Long),KG,50.0,60.0,55.0
2023-09-18,Cowpea(Short),KG,80.0,90.0,85.0
2023-09-18,Carrot(Terai),KG,80.0,90.0,86.67
2023-09-18,French Bean(Hybrid),KG,40.0,50.0,45.0
2023-09-18,Asparagus,KG,450.0,500.0,475.0
2023-09-18,French Bean(Local),KG,40.0,50.0,45.0
2023-09-18,Mushroom(Button),KG,340.0,380.0,360.0
2023-09-18,Mushroom(Kanya),KG,160.0,200.0,180.0
2023-09-18,Onion Green,KG,150.0,200.0,183.33
2023-09-18,Mustard Leaf,KG,50.0,60.0,55.0
2023-09-18,Christophine,KG,10.0,15.0,12.5
2023-09-18,Arum,KG,60.0,70.0,66.67
2023-09-18,Okara,KG,30.0,40.0,35.0
2023-09-18,Squash(Round),KG,25.0,30.0,28.33
2023-09-18,Brd Leaf Mustard,KG,80.0,90.0,86.67
2023-09-18,Soyabean Green,KG,70.0,80.0,76.67
2023-09-18,Sponge Gourd,KG,40.0,50.0,45.0
2023-09-18,Smooth Gourd,KG,30.0,40.0,36.0
2023-09-18,Snake Gourd,KG,30.0,40.0,36.67
2023-09-18,Pointed Gourd(Local),KG,40.0,50.0,45.0
2023-09-18,Bottle Gourd,KG,20.0,30.0,25.0
2023-09-18,Bitter Gourd,KG,70.0,80.0,75.0
2023-09-18,Pumpkin,KG,50.0,55.0,52.5
2023-09-18,Sword Bean,KG,50.0,60.0,56.67
2023-09-19,Orange(Indian),KG,170.0,180.0,176.67
2023-09-19,Water Melon(Green),KG,50.0,60.0,56.67
2023-09-19,Sweet Orange,KG,150.0,180.0,165.0
2023-09-19,Mandarin,KG,320.0,350.0,335.0
2023-09-19,Jack Fruit,KG,80.0,90.0,85.0
2023-09-19,Cucumber(Local),KG,100.0,120.0,110.0
2023-09-19,Cucumber(Hybrid),KG,70.0,80.0,73.33
2023-09-19,Grapes(Green),KG,550.0,600.0,575.0
2023-09-19,Pineapple,1 Pc,200.0,220.0,210.0
2023-09-19,Pomegranate,KG,350.0,400.0,375.0
2023-09-19,Turnip A,KG,80.0,90.0,85.0
2023-09-19,Banana,Per Dozen,150.0,160.0,155.0
2023-09-19,Apple(Fuji),KG,320.0,350.0,335.0
2023-09-19,Apple(Jholey),KG,280.0,300.0,290.0
2023-09-19,Gundruk,KG,250.0,300.0,275.0
2023-09-19,Tofu,KG,110.0,120.0,116.67
2023-09-19,Bamboo Shoot,KG,90.0,100.0,95.0
2023-09-19,Tamarind,KG,140.0,150.0,146.67
2023-09-19,Mint,KG,500.0,600.0,550.0
2023-09-19,Lemon,KG,60.0,70.0,65.0
2023-09-19,Lime,KG,200.0,250.0,225.0
2023-09-19,Pear(Local),KG,80.0,90.0,86.67
2023-09-19,Fish Fresh(Bachuwa),KG,300.0,320.0,310.0
2023-09-19,Papaya(Indian),KG,100.0,110.0,106.67
2023-09-19,Fish Fresh(Mungari),KG,300.0,320.0,310.0
2023-09-19,Fish Fresh(Chhadi),KG,260.0,300.0,280.0
2023-09-19,Fish Fresh(Rahu),KG,400.0,420.0,413.33
2023-09-19,Clive Dry,KG,200.0,220.0,210.0
2023-09-19,Garlic Dry Nepali,KG,250.0,260.0,256.67
2023-09-19,Garlic Dry Chinese,KG,230.0,240.0,234.0
2023-09-19,Coriander Green,KG,150.0,200.0,175.0
2023-09-19,Garlic Green,KG,300.0,320.0,310.0
2023-09-19,Capsicum,KG,70.0,80.0,75.0
2023-09-19,Chilli Green(Akbare),KG,140.0,180.0,156.67
2023-09-19,Chilli Green(Machhe),KG,70.0,80.0,76.67
2023-09-19,Chilli Green(Bullet),KG,80.0,90.0,86.67
2023-09-19,Chilli Green,KG,70.0,80.0,75.0
2023-09-19,Chilli Dry,KG,450.0,500.0,483.33
2023-09-19,Ginger,KG,160.0,180.0,170.0
2023-09-19,Amla,KG,80.0,90.0,86.67
2023-09-19,Avocado,KG,200.0,300.0,250.0
2023-09-19,Sarifa,KG,150.0,200.0,175.0
2023-09-19,Kiwi,KG,400.0,450.0,425.0
2023-09-19,Mombin,KG,60.0,70.0,65.0
2023-09-19,Guava,KG,100.0,150.0,125.0
2023-09-19,Pear(Chinese),KG,300.0,320.0,310.0
2023-09-19,Celery,KG,300.0,400.0,350.0
2023-09-19,Parseley,KG,500.0,600.0,550.0
2023-09-19,Red Cabbbage,KG,300.0,350.0,325.0
2023-09-19,French Bean(Local),KG,40.0,50.0,45.0
2023-09-19,Cowpea(Short),KG,80.0,90.0,85.0
2023-09-19,Cow pea(Long),KG,40.0,50.0,45.0
2023-09-19,Brinjal Round,KG,50.0,60.0,55.0
2023-09-19,Brinjal Long,KG,30.0,40.0,35.0
2023-09-19,Raddish White(Hybrid),KG,100.0,120.0,110.0
2023-09-19,Raddish White(Local),KG,80.0,90.0,85.0
2023-09-19,Cauli Local,KG,90.0,100.0,95.0
2023-09-19,Cabbage(Local),KG,60.0,70.0,66.0
2023-09-19,Carrot(Local),KG,130.0,140.0,135.0
2023-09-19,Onion Dry (Indian),KG,65.0,68.0,66.4
2023-09-19,Potato White,KG,46.0,48.0,47.0
2023-09-19,Potato Red(Mude),KG,50.0,52.0,51.0
2023-09-19,Potato Red(Indian),KG,35.0,36.0,35.5
2023-09-19,Potato Red,KG,56.0,58.0,57.0
2023-09-19,Tomato Small(Indian),KG,40.0,50.0,46.67
2023-09-19,Tomato Small(Tunnel),KG,70.0,85.0,76.25
2023-09-19,Tomato Small(Local),KG,45.0,55.0,50.0
2023-09-19,Tomato Big(Indian),KG,40.0,50.0,45.0
2023-09-19,Tomato Big(Nepali),KG,70.0,80.0,75.0
2023-09-19,Lettuce,KG,100.0,120.0,110.0
2023-09-19,French Bean(Hybrid),KG,40.0,50.0,45.0
2023-09-19,Sword Bean,KG,40.0,50.0,46.67
2023-09-19,Carrot(Terai),KG,80.0,90.0,86.67
2023-09-19,Bitter Gourd,KG,70.0,80.0,75.0
2023-09-19,Soyabean Green,KG,80.0,90.0,86.67
2023-09-19,Brocauli,KG,300.0,320.0,310.0
2023-09-19,Neuro,KG,80.0,90.0,86.67
2023-09-19,Asparagus,KG,450.0,500.0,475.0
2023-09-19,Mushroom(Button),KG,340.0,380.0,360.0
2023-09-19,Mushroom(Kanya),KG,150.0,180.0,164.0
2023-09-19,Onion Green,KG,150.0,180.0,165.0
2023-09-19,Mustard Leaf,KG,40.0,45.0,42.5
2023-09-19,Brd Leaf Mustard,KG,90.0,100.0,96.67
2023-09-19,Christophine,KG,15.0,20.0,17.5
2023-09-19,Arum,KG,60.0,70.0,65.0
2023-09-19,Sugarbeet,KG,70.0,80.0,75.0
2023-09-19,Okara,KG,30.0,40.0,34.0
2023-09-19,Squash(Round),KG,40.0,50.0,46.67
2023-09-19,Pumpkin,KG,50.0,55.0,52.5
2023-09-19,Sponge Gourd,KG,50.0,60.0,55.0
2023-09-19,Smooth Gourd,KG,50.0,60.0,55.0
2023-09-19,Snake Gourd,KG,30.0,40.0,35.0
2023-09-19,Pointed Gourd(Terai),KG,40.0,50.0,45.0
2023-09-19,Pointed Gourd(Local),KG,40.0,45.0,42.5
2023-09-19,Bottle Gourd,KG,25.0,35.0,30.0
2023-09-19,Barela,KG,150.0,160.0,155.0
2023-09-20,Pear(Local),KG,80.0,90.0,86.67
2023-09-20,Water Melon(Green),KG,50.0,60.0,56.67
2023-09-20,Sweet Orange,KG,150.0,180.0,165.0
2023-09-20,Mandarin,KG,320.0,350.0,335.0
2023-09-20,Lemon,KG,50.0,60.0,56.67
2023-09-20,Cucumber(Local),KG,80.0,100.0,90.0
2023-09-20,Cucumber(Hybrid),KG,50.0,60.0,56.67
2023-09-20,Jack Fruit,KG,70.0,80.0,75.0
2023-09-20,Orange(Indian),KG,170.0,180.0,176.67
2023-09-20,Pineapple,1 Pc,200.0,220.0,210.0
2023-09-20,Grapes(Black),KG,500.0,550.0,525.0
2023-09-20,Apple(Jholey),KG,280.0,300.0,290.0
2023-09-20,Lime,KG,200.0,220.0,210.0
2023-09-20,Banana,Per Dozen,150.0,160.0,155.0
2023-09-20,Apple(Fuji),KG,320.0,350.0,335.0
2023-09-20,Gundruk,KG,250.0,300.0,275.0
2023-09-20,Tofu,KG,110.0,120.0,116.67
2023-09-20,Bamboo Shoot,KG,90.0,100.0,96.67
2023-09-20,Turnip A,KG,80.0,90.0,85.0
2023-09-20,Mint,KG,500.0,600.0,550.0
2023-09-20,Parseley,KG,500.0,600.0,550.0
2023-09-20,Pomegranate,KG,380.0,400.0,390.0
2023-09-20,Pear(Chinese),KG,300.0,320.0,310.0
2023-09-20,Celery,KG,300.0,350.0,325.0
2023-09-20,Guava,KG,100.0,150.0,125.0
2023-09-20,Fish Fresh(Mungari),KG,280.0,320.0,300.0
2023-09-20,Fish Fresh(Chhadi),KG,240.0,280.0,260.0
2023-09-20,Fish Fresh(Bachuwa),KG,280.0,320.0,300.0
2023-09-20,Fish Fresh(Rahu),KG,380.0,420.0,400.0
2023-09-20,Clive Dry,KG,200.0,220.0,210.0
2023-09-20,Garlic Dry Nepali,KG,250.0,260.0,256.67
2023-09-20,Garlic Dry Chinese,KG,220.0,240.0,230.0
2023-09-20,Coriander Green,KG,100.0,150.0,125.0
2023-09-20,Garlic Green,KG,280.0,300.0,290.0
2023-09-20,Capsicum,KG,70.0,80.0,76.0
